    ,header_version ,scan_name ,scan_time     ,temperature_system ,temperature_detector ,humidity ,pga ,wavelength  ,intensity ,reference ,valid_length
  0 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 900.393956 ,       14 ,        0 ,         220
  1 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 904.328624 ,       13 ,        0 ,         220
  2 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 909.56808  ,       16 ,        0 ,         220
  3 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 913.492597 ,       17 ,        0 ,         220
  4 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 917.412764 ,       23 ,        0 ,         220
  5 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 921.328581 ,       23 ,        0 ,         220
  6 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 925.240047 ,       14 ,        0 ,         220
  7 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 930.448569 ,       29 ,        0 ,         220
  8 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 934.349885 ,       29 ,        0 ,         220
  9 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 938.246851 ,       31 ,        0 ,         220
 10 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 942.139467 ,       30 ,        0 ,         220
 11 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 946.027732 ,       27 ,        0 ,         220
 12 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 951.205319 ,       34 ,        0 ,         220
 13 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 955.083434 ,       41 ,        0 ,         220
 14 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 958.957199 ,       48 ,        0 ,         220
 15 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 962.826613 ,       42 ,        0 ,         220
 16 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 966.691677 ,       45 ,        0 ,         220
 17 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 971.83833  ,       46 ,        0 ,         220
 18 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 975.693243 ,       37 ,        0 ,         220
 19 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 979.543807 ,       41 ,        0 ,         220
 20 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 983.39002  ,       48 ,        0 ,         220
 21 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 987.231884 ,       45 ,        0 ,         220
 22 ,             1 ,cfg8      ,2023926173252 ,             38.91 ,               37.48 ,    66.4 ,  0 , 991.069397 ,       37 ,        0 ,         220
