    ,header_version ,scan_name ,scan_time    ,temperature_system ,temperature_detector ,humidity ,pga ,wavelength  ,intensity ,reference ,valid_length
  0 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 900.393956 ,       19 ,        0 ,         220
  1 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 904.328624 ,       13 ,        0 ,         220
  2 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 909.56808  ,        8 ,        0 ,         220
  3 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 913.492597 ,       20 ,        0 ,         220
  4 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 917.412764 ,       17 ,        0 ,         220
  5 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 921.328581 ,       24 ,        0 ,         220
  6 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 925.240047 ,       25 ,        0 ,         220
  7 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 930.448569 ,       26 ,        0 ,         220
  8 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 934.349885 ,       24 ,        0 ,         220
  9 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 938.246851 ,       29 ,        0 ,         220
 10 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 942.139467 ,       31 ,        0 ,         220
 11 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 946.027732 ,       35 ,        0 ,         220
 12 ,             1 ,cfg8      ,202392792928 ,             33.59 ,               34.41 ,   84.99 ,  0 , 951.205319 ,       40 ,        0 ,         220
