    ,header_version ,scan_name ,scan_time    ,temperature_system ,temperature_detector ,humidity ,pga ,wavelength  ,intensity ,reference ,valid_length
  0 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 900.393956 ,11        ,        0 ,         220
  1 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 904.328624 ,6         ,        0 ,         220
  2 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 909.56808  ,10        ,        0 ,         220
  3 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 913.492597 ,14        ,        0 ,         220
  4 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 917.412764 ,15        ,        0 ,         220
  5 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 921.328581 ,12        ,        0 ,         220
  6 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 925.240047 ,20        ,        0 ,         220
  7 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 930.448569 ,17        ,        0 ,         220
  8 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 934.349885 ,20        ,        0 ,         220
  9 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 938.246851 ,23        ,        0 ,         220
 10 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 942.139467 ,18        ,        0 ,         220
 11 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 946.027732 ,26        ,        0 ,         220
 12 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 951.205319 ,27        ,        0 ,         220
 13 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 955.083434 ,38        ,        0 ,         220
 14 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 958.957199 ,33        ,        0 ,         220
 15 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 962.826613 ,18        ,        0 ,         220
 16 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 966.691677 ,37        ,        0 ,         220
 17 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 971.83833  ,32        ,        0 ,         220
 18 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 975.693243 ,35        ,        0 ,         220
 19 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 979.543807 ,35        ,        0 ,         220
 20 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 983.39002  ,22        ,        0 ,         220
 21 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 987.231884 ,37        ,        0 ,         220
 22 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 991.069397 ,20        ,        0 ,         220
 23 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 , 996.179314 ,35        ,        0 ,         220
 24 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1000.006676 ,36        ,        0 ,         220
 25 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1003.829689 ,39        ,        0 ,         220
 26 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1007.648351 ,28        ,        0 ,         220
 27 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1011.462663 ,40        ,        0 ,         220
 28 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1016.541645 ,39        ,        0 ,         220
 29 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1020.345806 ,44        ,        0 ,         220
 30 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1024.145618 ,36        ,        0 ,         220
 31 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1027.941079 ,43        ,        0 ,         220
 32 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1031.732189 ,40        ,        0 ,         220
 33 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1036.780237 ,38        ,        0 ,         220
 34 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1040.561197 ,42        ,        0 ,         220
 35 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1044.337807 ,38        ,        0 ,         220
 36 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1048.110067 ,37        ,        0 ,         220
 37 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1051.877977 ,27        ,        0 ,         220
 38 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1056.89509  ,28        ,        0 ,         220
 39 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1060.652849 ,37        ,        0 ,         220
 40 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1064.406258 ,27        ,        0 ,         220
 41 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1068.155317 ,43        ,        0 ,         220
 42 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1071.900025 ,51        ,        0 ,         220
 43 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1076.886203 ,30        ,        0 ,         220
 44 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1080.620761 ,32        ,        0 ,         220
 45 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1084.350969 ,41        ,        0 ,         220
 46 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1088.076827 ,43        ,        0 ,         220
 47 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1091.798335 ,31        ,        0 ,         220
 48 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1096.753578 ,39        ,        0 ,         220
 49 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1100.464935 ,30        ,        0 ,         220
 50 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1104.171942 ,41        ,        0 ,         220
 51 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1107.874598 ,34        ,        0 ,         220
 52 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1111.572905 ,31        ,        0 ,         220
 53 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1116.497213 ,32        ,        0 ,         220
 54 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1120.185369 ,30        ,        0 ,         220
 55 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1123.869175 ,35        ,        0 ,         220
 56 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1127.54863  ,42        ,        0 ,         220
 57 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1131.223736 ,53        ,        0 ,         220
 58 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1136.117109 ,32        ,        0 ,         220
 59 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1139.782064 ,43        ,        0 ,         220
 60 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1143.442669 ,31        ,        0 ,         220
 61 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1147.098923 ,38        ,        0 ,         220
 62 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1150.750827 ,25        ,        0 ,         220
 63 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1154.398381 ,36        ,        0 ,         220
 64 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1159.25502  ,28        ,        0 ,         220
 65 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1162.892423 ,29        ,        0 ,         220
 66 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1166.525477 ,43        ,        0 ,         220
 67 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1170.15418  ,21        ,        0 ,         220
 68 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1173.778533 ,33        ,        0 ,         220
 69 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1178.604236 ,25        ,        0 ,         220
 70 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1182.218439 ,29        ,        0 ,         220
 71 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1185.828291 ,30        ,        0 ,         220
 72 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1189.433793 ,37        ,        0 ,         220
 73 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1193.034945 ,35        ,        0 ,         220
 74 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1197.829714 ,43        ,        0 ,         220
 75 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1201.420715 ,38        ,        0 ,         220
 76 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1205.007366 ,36        ,        0 ,         220
 77 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1208.589667 ,44        ,        0 ,         220
 78 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1212.167618 ,29        ,        0 ,         220
 79 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1216.931452 ,38        ,        0 ,         220
 80 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1220.499252 ,42        ,        0 ,         220
 81 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1224.062702 ,41        ,        0 ,         220
 82 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1227.621802 ,37        ,        0 ,         220
 83 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1231.176552 ,41        ,        0 ,         220
 84 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1235.909451 ,45        ,        0 ,         220
 85 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1239.45405  ,41        ,        0 ,         220
 86 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1242.994299 ,36        ,        0 ,         220
 87 ,             1 ,cfg8      ,202392618142 ,             39.74 ,               39.13 ,   62.32 ,  0 ,1246.530198 ,34        ,        0 ,         220
